0.546375	0.546375	
2624.605469	0.025011
2628.542236	0.026791
2632.214844	0.029033
2634.290527	0.030426
2634.318604	0.030146
2632.208252	0.028198
2628.252930	0.025438
2623.950195	0.023233
2622.980713	0.022609
2626.240723	0.023739
2630.503418	0.025982
2633.714111	0.028008
2634.854004	0.028651
2633.849609	0.027495
2630.615479	0.024977
2626.101562	0.022275
2622.583984	0.020706
2623.464355	0.020860
2627.947021	0.022533
2632.135742	0.024729
2634.306641	0.026148
2634.237061	0.026035
2632.164307	0.024432
2628.507324	0.022082
2624.432861	0.020134
2623.251465	0.019520
2625.969482	0.020451
2629.624512	0.022414
2632.425049	0.024309
2633.292236	0.025140
2632.310059	0.024522
2629.646240	0.022759
2626.210938	0.020743
2623.416016	0.019505
2624.103027	0.019554
2627.685547	0.020735
2631.066162	0.022321
2633.083740	0.023410
2633.281494	0.023431
2631.684570	0.022350
2628.532959	0.020653
2624.778564	0.019141
2623.627197	0.018454
2625.989990	0.018751
2629.037109	0.019758
2631.344238	0.020806
2632.235107	0.021268
2631.726318	0.020882
2629.998535	0.019821
2627.726318	0.018597
2626.129150	0.017783
2626.221924	0.017720
2627.972168	0.018372
2630.199463	0.019331
2631.564941	0.020018
2631.603516	0.020046
2630.458008	0.019428
2628.579590	0.018487
2626.854980	0.017661
2626.293457	0.017304
2627.215576	0.017539
2629.098877	0.018183
2630.861084	0.018833
2631.657227	0.019080
2631.206299	0.018735
2629.659424	0.017908
2627.726807	0.016954
2626.504883	0.016283
2626.716309	0.016143
2628.287842	0.016509
2630.387939	0.017095
2631.936768	0.017504
2632.265381	0.017425
2631.229736	0.016793
2629.133545	0.015822
2626.995361	0.014924
2626.153564	0.014495
2627.053955	0.014699
2629.095703	0.015369
2631.076904	0.016072
2632.156738	0.016356
2631.927002	0.016013
2630.267090	0.015164
2627.802979	0.014200
2626.075928	0.013571
2626.308838	0.013539
2628.549316	0.014050
2631.507080	0.014759
2633.409668	0.015207
2633.545898	0.015080
2632.021240	0.014354
2629.138672	0.013273
2626.060791	0.012302
2624.033691	0.011899
2626.054932	0.012230
2629.289551	0.013112
2632.410156	0.014053
2634.029297	0.014518
2633.780029	0.014214
2631.514648	0.013217
2627.658203	0.011969
2623.822021	0.011094
2623.537354	0.010995
2627.149414	0.011679
2631.357666	0.012774
2634.283936	0.013647
2635.120605	0.013794
2633.721191	0.013077
2629.964844	0.011772
2624.833740	0.010507
2620.553467	0.010354
2624.198975	0.010202
2629.259277	0.011228
2633.452148	0.012403
2635.452637	0.013056
2635.166016	0.012826
2632.458496	0.011768
2627.388184	0.010354
2621.997803	0.010500
2620.955811	0.010646
2624.262451	0.010792
2631.917236	0.010938
2635.413330	0.011916
2636.343506	0.012159
2634.956787	0.011536
2630.947510	0.010299


0.159844	0.159844	
7511.484375	0.033408
7515.603516	0.030534
7521.089355	0.027308
7523.384766	0.025956
7519.044922	0.026972
7513.385254	0.029081
7511.189941	0.029774
7513.915527	0.027861
7519.853516	0.024799
7524.033203	0.022986
7521.416016	0.023409
7515.657715	0.025432
7511.521973	0.026965
7512.250000	0.026179
7517.427246	0.023583
7523.200195	0.021380
7523.717285	0.021079
7518.636719	0.022685
7513.429688	0.024858
7512.029785	0.025589
7514.825195	0.024242
7519.944336	0.022047
7523.662598	0.020752
7521.602051	0.021133
7517.212402	0.022759
7513.820312	0.024227
7513.823730	0.024224
7516.899902	0.022761
7520.843262	0.020999
7523.174316	0.020130
7520.729492	0.020565
7517.117676	0.021766
7514.680664	0.022617
7514.853027	0.022290
7517.360840	0.020902
7520.584473	0.019322
7521.986816	0.018432
7520.623047	0.018544
7517.354492	0.019292
7514.721191	0.019827
7514.456543	0.019410
7516.872070	0.018021
7520.566406	0.016404
7523.060059	0.015453
7520.604492	0.015569
7516.456543	0.016441
7513.268066	0.017166
7513.305664	0.016838
7516.860840	0.015396
7521.643066	0.013741
7524.003418	0.012869
7520.362793	0.013100
7514.963379	0.013939
7511.570801	0.014242
7512.578613	0.013203
7518.780273	0.011219


0.116250	0.116250	
9861.947266	0.330527
9862.366211	0.292246
9862.374023	0.263105
9861.911133	0.241479
9861.183594	0.225105
9860.487305	0.211526
9859.909180	0.198322
9859.420898	0.183877
9859.196289	0.168028
9859.417969	0.151658
9859.946289	0.135691
9860.605469	0.120695
9861.419922	0.107228
9862.216797	0.095919
9862.544922	0.086960
9862.318359	0.079947
9861.847656	0.074231
9861.307617	0.069334
9860.690430	0.064944
9860.078125	0.060689
9859.683594	0.056245
9859.666016	0.051615
9860.074219	0.047085
9860.835938	0.042936
9861.639648	0.039277
9862.038086	0.036056
9861.916016	0.033186
9861.620117	0.030649
9861.343750	0.028438
9860.895508	0.026483
9860.221680	0.024698
9859.734375	0.023042
9859.743164	0.021464
9860.014648	0.019867
9860.148438	0.018189
9860.164062	0.016479
9860.326172	0.014848
9860.676758	0.013378
9860.943359	0.012119
9860.905273	0.011095
9860.744141	0.010257


0.020344	0.020344	
12116.319336	0.013866
12117.656250	0.013592
12118.095703	0.013164
12118.449219	0.012659
12118.769531	0.012112
12119.054688	0.011560
12119.390625	0.011042
12119.702148	0.010503


0.011625	0.011625	
17676.730469	0.036842
17680.203125	0.026632
17683.681641	0.019537
17686.085938	0.014313
17686.847656	0.010432


0.046500	0.046500	
12363.182617	0.010570
12364.303711	0.011187
12364.961914	0.011781
12365.447266	0.012288
12365.827148	0.012663
12366.033203	0.012880
12366.066406	0.012963
12366.169922	0.012984
12366.438477	0.012988
12366.620117	0.012923
12366.591797	0.012731
12366.497070	0.012425
12366.555664	0.012058
12366.789062	0.011675
12367.096680	0.011285
12367.534180	0.010852
12368.088867	0.010329


